Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Population Type,location,urbanRural,accommodationType,Female 0-4,Female 5-11,Female 12-17,Female 18-59,Female 60 or more,Female Unknown,Female Total,Male 0-4,Male 5-11,Male 12-17,Male 18-59,Male 60 or more,Male Unknown,Male Total,Total
2006,ZWE,GBR,Zimbabwe,United Kingdom of Great Britain and Northern Ireland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8062
2006,ZWE,DEU,Zimbabwe,Germany,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
2006,ZWE,DEU,Zimbabwe,Germany,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
2006,ZWE,GHA,Zimbabwe,Ghana,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,ZWE,GRC,Zimbabwe,Greece,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,ZWE,GIN,Zimbabwe,Guinea,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,ZWE,HKG,Zimbabwe,"China, Hong Kong Special Administrative Region",ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,ZWE,HUN,Zimbabwe,Hungary,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2006,ZWE,IRL,Zimbabwe,Ireland,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
2006,ZWE,IRL,Zimbabwe,Ireland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356
2006,ZWE,ISR,Zimbabwe,Israel,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2006,ZWE,KEN,Zimbabwe,Kenya,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,ZWE,LTU,Zimbabwe,Lithuania,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,ZWE,MDA,Zimbabwe,Republic of Moldova,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,ZWE,MYS,Zimbabwe,Malaysia,ASY,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2006,ZWE,MWI,Zimbabwe,Malawi,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2006,ZWE,MAR,Zimbabwe,Morocco,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2006,ZWE,MOZ,Zimbabwe,Mozambique,ASY,,,,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2006,ZWE,NAM,Zimbabwe,Namibia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,ZWE,NLD,Zimbabwe,Netherlands,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2006,ZWE,NLD,Zimbabwe,Netherlands,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2006,ZWE,NOR,Zimbabwe,Norway,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2006,ZWE,NOR,Zimbabwe,Norway,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2006,ZWE,NZL,Zimbabwe,New Zealand,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2006,ZWE,NZL,Zimbabwe,New Zealand,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
2006,ZWE,PAK,Zimbabwe,Pakistan,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2006,ZWE,POL,Zimbabwe,Poland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2006,ZWE,PRT,Zimbabwe,Portugal,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2006,ZWE,ROU,Zimbabwe,Romania,ASY,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2006,ZWE,ZAF,Zimbabwe,South Africa,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211
2006,ZWE,SVN,Zimbabwe,Slovenia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,ZWE,SWE,Zimbabwe,Sweden,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2006,ZWE,SWE,Zimbabwe,Sweden,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2006,ZWE,CHE,Zimbabwe,Switzerland,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2006,ZWE,CHE,Zimbabwe,Switzerland,REF,,,,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5
2006,ZWE,TZA,Zimbabwe,United Republic of Tanzania,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,ZWE,THA,Zimbabwe,Thailand,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,ZWE,UKR,Zimbabwe,Ukraine,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,ZWE,USA,Zimbabwe,United States of America,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436
2006,ZWE,USA,Zimbabwe,United States of America,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025
2006,ZWE,ZWE,Zimbabwe,Zimbabwe,RET,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ZWE,AGO,Zimbabwe,Angola,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ZWE,EGY,Zimbabwe,Egypt,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ZWE,ARG,Zimbabwe,Argentina,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ZWE,AUS,Zimbabwe,Australia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
2007,ZWE,AUS,Zimbabwe,Australia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
2007,ZWE,AUT,Zimbabwe,Austria,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2007,ZWE,AUT,Zimbabwe,Austria,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2007,ZWE,BWA,Zimbabwe,Botswana,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
2007,ZWE,BRA,Zimbabwe,Brazil,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ZWE,BRA,Zimbabwe,Brazil,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ZWE,BGR,Zimbabwe,Bulgaria,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ZWE,CAN,Zimbabwe,Canada,ASY,,,,13,0,0,184,7,32,236,17,0,0,183,5,35,240,476
2007,ZWE,CAN,Zimbabwe,Canada,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3076
2007,ZWE,CZE,Zimbabwe,Czechia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ZWE,DNK,Zimbabwe,Denmark,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ZWE,DNK,Zimbabwe,Denmark,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ZWE,ECU,Zimbabwe,Ecuador,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ZWE,ETH,Zimbabwe,Ethiopia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ZWE,FIN,Zimbabwe,Finland,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2007,ZWE,FIN,Zimbabwe,Finland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ZWE,FRA,Zimbabwe,France,REF,,,,0,0,0,0,0,8,8,0,0,0,0,0,11,11,19
2007,ZWE,GBR,Zimbabwe,United Kingdom of Great Britain and Northern Ireland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8707
2007,ZWE,DEU,Zimbabwe,Germany,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2007,ZWE,DEU,Zimbabwe,Germany,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2007,ZWE,GHA,Zimbabwe,Ghana,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ZWE,GRC,Zimbabwe,Greece,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ZWE,HUN,Zimbabwe,Hungary,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2007,ZWE,IRL,Zimbabwe,Ireland,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
2007,ZWE,IRL,Zimbabwe,Ireland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383
2007,ZWE,ISR,Zimbabwe,Israel,ASY,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,10
2007,ZWE,ITA,Zimbabwe,Italy,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2007,ZWE,KEN,Zimbabwe,Kenya,ASY,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2007,ZWE,LTU,Zimbabwe,Lithuania,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ZWE,MDA,Zimbabwe,Republic of Moldova,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ZWE,MYS,Zimbabwe,Malaysia,ASY,,,,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2007,ZWE,MYS,Zimbabwe,Malaysia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ZWE,MOZ,Zimbabwe,Mozambique,ASY,,,,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2007,ZWE,MLT,Zimbabwe,Malta,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ZWE,NAM,Zimbabwe,Namibia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ZWE,NLD,Zimbabwe,Netherlands,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2007,ZWE,NOR,Zimbabwe,Norway,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2007,ZWE,NOR,Zimbabwe,Norway,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2007,ZWE,NZL,Zimbabwe,New Zealand,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2007,ZWE,NZL,Zimbabwe,New Zealand,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121
2007,ZWE,PAK,Zimbabwe,Pakistan,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2007,ZWE,POL,Zimbabwe,Poland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2007,ZWE,PRT,Zimbabwe,Portugal,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2007,ZWE,ROU,Zimbabwe,Romania,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ZWE,ZAF,Zimbabwe,South Africa,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33351
2007,ZWE,ZAF,Zimbabwe,South Africa,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477
2007,ZWE,SWZ,Zimbabwe,Kingdom of Eswatini,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ZWE,SWE,Zimbabwe,Sweden,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2007,ZWE,SWE,Zimbabwe,Sweden,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2007,ZWE,CHE,Zimbabwe,Switzerland,ASY,,,,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7
2007,ZWE,CHE,Zimbabwe,Switzerland,REF,,,,0,0,0,5,0,5,10,0,0,0,0,0,0,0,10
2007,ZWE,THA,Zimbabwe,Thailand,REF,,,,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5
2007,ZWE,TTO,Zimbabwe,Trinidad and Tobago,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,ZWE,UKR,Zimbabwe,Ukraine,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2007,ZWE,USA,Zimbabwe,United States of America,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251
2007,ZWE,USA,Zimbabwe,United States of America,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207
2008,ZWE,AGO,Zimbabwe,Angola,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,EGY,Zimbabwe,Egypt,ASY,,,,0,0,0,7,0,0,7,0,0,0,0,0,0,0,7
2008,ZWE,ARG,Zimbabwe,Argentina,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,AUS,Zimbabwe,Australia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
2008,ZWE,AUS,Zimbabwe,Australia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294
2008,ZWE,AUT,Zimbabwe,Austria,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2008,ZWE,AUT,Zimbabwe,Austria,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2008,ZWE,BWA,Zimbabwe,Botswana,ASY,,,,0,0,5,12,0,0,17,7,0,0,22,0,9,38,55
2008,ZWE,BWA,Zimbabwe,Botswana,REF,,,,55,0,0,167,10,110,342,39,0,0,324,6,97,466,808
2008,ZWE,BRA,Zimbabwe,Brazil,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,BRA,Zimbabwe,Brazil,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,BGR,Zimbabwe,Bulgaria,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,CAN,Zimbabwe,Canada,ASY,,,,20,0,0,233,16,43,312,15,0,0,231,10,33,289,601
2008,ZWE,CAN,Zimbabwe,Canada,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3455
2008,ZWE,CMR,Zimbabwe,Cameroon,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,CZE,Zimbabwe,Czechia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,DNK,Zimbabwe,Denmark,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,DNK,Zimbabwe,Denmark,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2008,ZWE,ECU,Zimbabwe,Ecuador,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,ECU,Zimbabwe,Ecuador,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,ETH,Zimbabwe,Ethiopia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,FIN,Zimbabwe,Finland,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,FIN,Zimbabwe,Finland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,FRA,Zimbabwe,France,REF,,,,0,0,0,0,0,9,9,0,0,0,0,0,12,12,21
2008,ZWE,GBR,Zimbabwe,United Kingdom of Great Britain and Northern Ireland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9637
2008,ZWE,DEU,Zimbabwe,Germany,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
2008,ZWE,DEU,Zimbabwe,Germany,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
2008,ZWE,GHA,Zimbabwe,Ghana,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,GRC,Zimbabwe,Greece,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,HKG,Zimbabwe,"China, Hong Kong Special Administrative Region",ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,HUN,Zimbabwe,Hungary,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,HUN,Zimbabwe,Hungary,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2008,ZWE,IRL,Zimbabwe,Ireland,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
2008,ZWE,IRL,Zimbabwe,Ireland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395
2008,ZWE,ISR,Zimbabwe,Israel,ASY,,,,0,0,0,5,0,0,5,0,0,0,8,0,0,8,13
2008,ZWE,ITA,Zimbabwe,Italy,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2008,ZWE,KEN,Zimbabwe,Kenya,ASY,,,,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10
2008,ZWE,LTU,Zimbabwe,Lithuania,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,LTU,Zimbabwe,Lithuania,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,MDA,Zimbabwe,Republic of Moldova,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,MYS,Zimbabwe,Malaysia,ASY,,,,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7
2008,ZWE,MYS,Zimbabwe,Malaysia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,MWI,Zimbabwe,Malawi,ASY,,,,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5
2008,ZWE,MAR,Zimbabwe,Morocco,ASY,,,,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
2008,ZWE,MOZ,Zimbabwe,Mozambique,ASY,,,,0,0,0,5,0,0,5,0,0,0,5,0,0,5,10
2008,ZWE,MLT,Zimbabwe,Malta,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,NAM,Zimbabwe,Namibia,ASY,,,,5,0,0,8,0,0,13,0,0,0,20,0,0,20,33
2008,ZWE,NAM,Zimbabwe,Namibia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,NLD,Zimbabwe,Netherlands,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2008,ZWE,NOR,Zimbabwe,Norway,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2008,ZWE,NOR,Zimbabwe,Norway,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2008,ZWE,NZL,Zimbabwe,New Zealand,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,NZL,Zimbabwe,New Zealand,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
2008,ZWE,POL,Zimbabwe,Poland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2008,ZWE,PRT,Zimbabwe,Portugal,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2008,ZWE,ROU,Zimbabwe,Romania,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2008,ZWE,ZAF,Zimbabwe,South Africa,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33351
2008,ZWE,ZAF,Zimbabwe,South Africa,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473
2008,ZWE,SOM,Zimbabwe,Somalia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,SWZ,Zimbabwe,Kingdom of Eswatini,ASY,,,,0,0,0,11,0,0,11,0,0,0,25,0,0,25,36
2008,ZWE,SWE,Zimbabwe,Sweden,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2008,ZWE,SWE,Zimbabwe,Sweden,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
2008,ZWE,CHE,Zimbabwe,Switzerland,ASY,,,,0,0,0,5,0,0,5,0,0,0,14,0,5,19,24
2008,ZWE,CHE,Zimbabwe,Switzerland,REF,,,,0,0,0,8,0,5,13,0,0,0,0,0,0,0,13
2008,ZWE,TZA,Zimbabwe,United Republic of Tanzania,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,THA,Zimbabwe,Thailand,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,TTO,Zimbabwe,Trinidad and Tobago,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,UKR,Zimbabwe,Ukraine,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,URY,Zimbabwe,Uruguay,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,USA,Zimbabwe,United States of America,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281
2008,ZWE,USA,Zimbabwe,United States of America,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438
2008,ZWE,ZMB,Zimbabwe,Zambia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,ZWE,ZMB,Zimbabwe,Zambia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2008,ZWE,ZWE,Zimbabwe,Zimbabwe,RET,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2009,ZWE,AGO,Zimbabwe,Angola,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,ZWE,EGY,Zimbabwe,Egypt,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,ZWE,EGY,Zimbabwe,Egypt,REF,,,,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6
2009,ZWE,ARG,Zimbabwe,Argentina,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,ZWE,AUS,Zimbabwe,Australia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
2009,ZWE,AUS,Zimbabwe,Australia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564
2009,ZWE,AUT,Zimbabwe,Austria,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2009,ZWE,AUT,Zimbabwe,Austria,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2009,ZWE,BWA,Zimbabwe,Botswana,ASY,,,,0,0,5,8,0,0,13,5,0,0,16,0,5,26,39
2009,ZWE,BWA,Zimbabwe,Botswana,REF,,,,61,0,0,188,15,108,372,49,0,0,326,8,105,488,860
2009,ZWE,BRA,Zimbabwe,Brazil,REF,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2009,ZWE,BGR,Zimbabwe,Bulgaria,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,ZWE,CAN,Zimbabwe,Canada,ASY,,,,19,0,0,243,22,34,318,10,0,0,216,11,23,260,578
2009,ZWE,CAN,Zimbabwe,Canada,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3740
2009,ZWE,CMR,Zimbabwe,Cameroon,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,ZWE,DNK,Zimbabwe,Denmark,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2009,ZWE,DNK,Zimbabwe,Denmark,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2009,ZWE,ECU,Zimbabwe,Ecuador,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,ZWE,ECU,Zimbabwe,Ecuador,REF,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2009,ZWE,ETH,Zimbabwe,Ethiopia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,ZWE,FIN,Zimbabwe,Finland,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,ZWE,FIN,Zimbabwe,Finland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,ZWE,FRA,Zimbabwe,France,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2009,ZWE,GBR,Zimbabwe,United Kingdom of Great Britain and Northern Ireland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14119
2009,ZWE,DEU,Zimbabwe,Germany,ASY,,,,5,0,0,14,0,0,19,5,0,0,45,0,0,50,69
2009,ZWE,DEU,Zimbabwe,Germany,REF,,,,5,0,0,17,0,0,22,0,0,0,20,0,0,20,42
2009,ZWE,GHA,Zimbabwe,Ghana,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,ZWE,GRC,Zimbabwe,Greece,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,ZWE,HUN,Zimbabwe,Hungary,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2009,ZWE,IRL,Zimbabwe,Ireland,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
2009,ZWE,IRL,Zimbabwe,Ireland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409
2009,ZWE,ISR,Zimbabwe,Israel,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2009,ZWE,ITA,Zimbabwe,Italy,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2009,ZWE,KEN,Zimbabwe,Kenya,ASY,,,,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2009,ZWE,KEN,Zimbabwe,Kenya,REF,,,,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5
2009,ZWE,LTU,Zimbabwe,Lithuania,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,ZWE,MDA,Zimbabwe,Republic of Moldova,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,ZWE,MEX,Zimbabwe,Mexico,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,ZWE,MYS,Zimbabwe,Malaysia,ASY,,,,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7
