Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Population Type,location,urbanRural,accommodationType,Female 0-4,Female 5-11,Female 12-17,Female 18-59,Female 60 or more,Female Unknown,Female Total,Male 0-4,Male 5-11,Male 12-17,Male 18-59,Male 60 or more,Male Unknown,Male Total,Total
2009,ZWE,MYS,Zimbabwe,Malaysia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,ZWE,MWI,Zimbabwe,Malawi,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,ZWE,MAR,Zimbabwe,Morocco,ASY,,,,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
2009,ZWE,MOZ,Zimbabwe,Mozambique,ASY,,,,0,0,0,5,0,0,5,0,0,0,5,0,0,5,10
2009,ZWE,NAM,Zimbabwe,Namibia,ASY,,,,5,0,0,16,0,0,21,5,0,0,63,0,5,73,94
2009,ZWE,NAM,Zimbabwe,Namibia,REF,,,,0,0,0,5,0,0,5,0,0,0,10,0,0,10,15
2009,ZWE,NLD,Zimbabwe,Netherlands,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2009,ZWE,NLD,Zimbabwe,Netherlands,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2009,ZWE,NOR,Zimbabwe,Norway,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
2009,ZWE,NOR,Zimbabwe,Norway,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2009,ZWE,NZL,Zimbabwe,New Zealand,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2009,ZWE,NZL,Zimbabwe,New Zealand,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
2009,ZWE,PAN,Zimbabwe,Panama,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,ZWE,POL,Zimbabwe,Poland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2009,ZWE,PRT,Zimbabwe,Portugal,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2009,ZWE,ROU,Zimbabwe,Romania,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,ZWE,ZAF,Zimbabwe,South Africa,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673
2009,ZWE,SWZ,Zimbabwe,Kingdom of Eswatini,ASY,,,,0,0,0,19,0,0,19,0,0,0,35,0,0,35,54
2009,ZWE,SWE,Zimbabwe,Sweden,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2009,ZWE,SWE,Zimbabwe,Sweden,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2009,ZWE,CHE,Zimbabwe,Switzerland,ASY,,,,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8
2009,ZWE,CHE,Zimbabwe,Switzerland,REF,,,,0,0,0,5,0,5,10,7,0,0,0,0,0,7,17
2009,ZWE,THA,Zimbabwe,Thailand,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,ZWE,TTO,Zimbabwe,Trinidad and Tobago,ASY,,,,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2009,ZWE,UKR,Zimbabwe,Ukraine,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,ZWE,URY,Zimbabwe,Uruguay,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,ZWE,USA,Zimbabwe,United States of America,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227
2009,ZWE,USA,Zimbabwe,United States of America,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666
2009,ZWE,ZMB,Zimbabwe,Zambia,REF,,,,0,0,0,9,0,0,9,0,0,5,6,0,0,11,20
2009,ZWE,ZWE,Zimbabwe,Zimbabwe,RET,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2010,ZWE,AGO,Zimbabwe,Angola,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,EGY,Zimbabwe,Egypt,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,EGY,Zimbabwe,Egypt,REF,,,,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2010,ZWE,ARG,Zimbabwe,Argentina,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,ARG,Zimbabwe,Argentina,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,AUS,Zimbabwe,Australia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
2010,ZWE,AUS,Zimbabwe,Australia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775
2010,ZWE,AUT,Zimbabwe,Austria,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2010,ZWE,AUT,Zimbabwe,Austria,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2010,ZWE,BWA,Zimbabwe,Botswana,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
2010,ZWE,BWA,Zimbabwe,Botswana,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750
2010,ZWE,BRA,Zimbabwe,Brazil,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,BRA,Zimbabwe,Brazil,REF,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2010,ZWE,BGR,Zimbabwe,Bulgaria,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,CAN,Zimbabwe,Canada,ASY,,,,10,0,0,140,10,19,179,9,0,0,117,5,16,147,326
2010,ZWE,CAN,Zimbabwe,Canada,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3986
2010,ZWE,CYP,Zimbabwe,Cyprus,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,CZE,Zimbabwe,Czechia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,DNK,Zimbabwe,Denmark,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2010,ZWE,DNK,Zimbabwe,Denmark,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2010,ZWE,ECU,Zimbabwe,Ecuador,ASY,,,,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2010,ZWE,ECU,Zimbabwe,Ecuador,REF,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2010,ZWE,ETH,Zimbabwe,Ethiopia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,FIN,Zimbabwe,Finland,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,FIN,Zimbabwe,Finland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,FRA,Zimbabwe,France,REF,,,,0,0,0,0,0,12,12,0,0,0,0,0,20,20,32
2010,ZWE,GBR,Zimbabwe,United Kingdom of Great Britain and Northern Ireland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14819
2010,ZWE,DEU,Zimbabwe,Germany,ASY,,,,0,0,5,13,0,0,18,5,0,0,37,0,0,42,60
2010,ZWE,DEU,Zimbabwe,Germany,REF,,,,5,0,0,22,0,5,32,0,0,5,19,0,0,24,56
2010,ZWE,GHA,Zimbabwe,Ghana,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,GRC,Zimbabwe,Greece,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,GRC,Zimbabwe,Greece,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,HRV,Zimbabwe,Croatia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,HUN,Zimbabwe,Hungary,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2010,ZWE,IRL,Zimbabwe,Ireland,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193
2010,ZWE,IRL,Zimbabwe,Ireland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415
2010,ZWE,ISR,Zimbabwe,Israel,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2010,ZWE,ITA,Zimbabwe,Italy,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5
2010,ZWE,ITA,Zimbabwe,Italy,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2010,ZWE,JPN,Zimbabwe,Japan,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,KEN,Zimbabwe,Kenya,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,KEN,Zimbabwe,Kenya,REF,,,,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2010,ZWE,KOR,Zimbabwe,Republic of Korea,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,LTU,Zimbabwe,Lithuania,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,LUX,Zimbabwe,Luxembourg,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,MDA,Zimbabwe,Republic of Moldova,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,MEX,Zimbabwe,Mexico,REF,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2010,ZWE,MYS,Zimbabwe,Malaysia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,MYS,Zimbabwe,Malaysia,REF,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2010,ZWE,MWI,Zimbabwe,Malawi,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,MAR,Zimbabwe,Morocco,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,MOZ,Zimbabwe,Mozambique,ASY,,,,0,0,5,0,0,0,5,0,0,0,5,0,0,5,10
2010,ZWE,NAM,Zimbabwe,Namibia,ASY,,,,5,0,0,9,0,0,14,0,5,0,66,0,0,71,85
2010,ZWE,NAM,Zimbabwe,Namibia,REF,,,,0,0,0,9,0,0,9,5,0,0,9,0,5,19,28
2010,ZWE,NLD,Zimbabwe,Netherlands,ASY,,,,0,0,0,0,0,6,6,0,0,0,0,0,6,6,12
2010,ZWE,NLD,Zimbabwe,Netherlands,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2010,ZWE,NOR,Zimbabwe,Norway,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
2010,ZWE,NOR,Zimbabwe,Norway,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2010,ZWE,NZL,Zimbabwe,New Zealand,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2010,ZWE,NZL,Zimbabwe,New Zealand,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
2010,ZWE,POL,Zimbabwe,Poland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2010,ZWE,PRT,Zimbabwe,Portugal,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2010,ZWE,ROU,Zimbabwe,Romania,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,ZAF,Zimbabwe,South Africa,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100
2010,ZWE,ESP,Zimbabwe,Spain,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9
2010,ZWE,SWE,Zimbabwe,Sweden,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2010,ZWE,SWE,Zimbabwe,Sweden,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
2010,ZWE,CHE,Zimbabwe,Switzerland,ASY,,,,0,0,0,7,0,0,7,0,0,0,0,0,0,0,7
2010,ZWE,CHE,Zimbabwe,Switzerland,REF,,,,0,0,0,7,0,0,7,0,6,0,0,0,0,6,13
2010,ZWE,THA,Zimbabwe,Thailand,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,TTO,Zimbabwe,Trinidad and Tobago,ASY,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2010,ZWE,UKR,Zimbabwe,Ukraine,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,URY,Zimbabwe,Uruguay,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,ZWE,USA,Zimbabwe,United States of America,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2010,ZWE,USA,Zimbabwe,United States of America,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783
2010,ZWE,ZMB,Zimbabwe,Zambia,REF,,,,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2010,ZWE,ZWE,Zimbabwe,Zimbabwe,RET,,,,0,0,0,0,0,0,0,0,0,0,108,0,0,108,180
2011,ZWE,AGO,Zimbabwe,Angola,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,EGY,Zimbabwe,Egypt,ASY,,,,0,0,0,7,0,0,7,0,0,0,7,0,0,7,14
2011,ZWE,EGY,Zimbabwe,Egypt,REF,,,,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2011,ZWE,ARG,Zimbabwe,Argentina,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,ARG,Zimbabwe,Argentina,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,AUS,Zimbabwe,Australia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
2011,ZWE,AUS,Zimbabwe,Australia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888
2011,ZWE,AUT,Zimbabwe,Austria,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2011,ZWE,AUT,Zimbabwe,Austria,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2011,ZWE,BEL,Zimbabwe,Belgium,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,BWA,Zimbabwe,Botswana,ASY,,,,6,0,0,15,0,13,34,6,0,0,22,0,12,40,74
2011,ZWE,BWA,Zimbabwe,Botswana,REF,,,,59,0,0,200,11,114,384,67,0,0,401,8,83,559,943
2011,ZWE,BRA,Zimbabwe,Brazil,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,BRA,Zimbabwe,Brazil,REF,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2011,ZWE,BGR,Zimbabwe,Bulgaria,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,CAN,Zimbabwe,Canada,ASY,,,,0,0,5,32,5,5,47,6,0,0,20,0,0,26,73
2011,ZWE,CAN,Zimbabwe,Canada,REF,,,,0,0,5,213,12,32,262,0,0,5,169,8,27,209,4223
2011,ZWE,CYP,Zimbabwe,Cyprus,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,DNK,Zimbabwe,Denmark,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,DNK,Zimbabwe,Denmark,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2011,ZWE,ECU,Zimbabwe,Ecuador,REF,,,,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2011,ZWE,ETH,Zimbabwe,Ethiopia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,FIN,Zimbabwe,Finland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,FRA,Zimbabwe,France,REF,,,,0,0,0,0,0,10,10,0,0,0,0,0,20,20,30
2011,ZWE,GBR,Zimbabwe,United Kingdom of Great Britain and Northern Ireland,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869
2011,ZWE,GBR,Zimbabwe,United Kingdom of Great Britain and Northern Ireland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15118
2011,ZWE,DEU,Zimbabwe,Germany,ASY,,,,0,0,5,12,0,0,17,0,0,0,27,0,0,27,44
2011,ZWE,DEU,Zimbabwe,Germany,REF,,,,0,0,5,23,0,5,33,0,0,0,18,0,5,23,56
2011,ZWE,GHA,Zimbabwe,Ghana,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,GRC,Zimbabwe,Greece,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,HRV,Zimbabwe,Croatia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,HUN,Zimbabwe,Hungary,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2011,ZWE,IRL,Zimbabwe,Ireland,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225
2011,ZWE,IRL,Zimbabwe,Ireland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417
2011,ZWE,ISR,Zimbabwe,Israel,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,ITA,Zimbabwe,Italy,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2011,ZWE,KEN,Zimbabwe,Kenya,REF,,,,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5
2011,ZWE,LSO,Zimbabwe,Lesotho,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,LSO,Zimbabwe,Lesotho,REF,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2011,ZWE,LTU,Zimbabwe,Lithuania,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,MDA,Zimbabwe,Republic of Moldova,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,MEX,Zimbabwe,Mexico,REF,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2011,ZWE,MYS,Zimbabwe,Malaysia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,MYS,Zimbabwe,Malaysia,REF,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2011,ZWE,MWI,Zimbabwe,Malawi,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,MAR,Zimbabwe,Morocco,ASY,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2011,ZWE,MOZ,Zimbabwe,Mozambique,ASY,,,,0,0,5,0,0,0,5,0,0,0,5,0,0,5,10
2011,ZWE,NAM,Zimbabwe,Namibia,ASY,,,,6,0,0,20,0,0,26,5,0,0,36,0,0,41,67
2011,ZWE,NAM,Zimbabwe,Namibia,REF,,,,0,0,0,10,0,0,10,5,0,0,9,0,0,14,24
2011,ZWE,NLD,Zimbabwe,Netherlands,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2011,ZWE,NLD,Zimbabwe,Netherlands,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2011,ZWE,NOR,Zimbabwe,Norway,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2011,ZWE,NOR,Zimbabwe,Norway,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2011,ZWE,NZL,Zimbabwe,New Zealand,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2011,ZWE,NZL,Zimbabwe,New Zealand,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
2011,ZWE,PAN,Zimbabwe,Panama,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,POL,Zimbabwe,Poland,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,POL,Zimbabwe,Poland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2011,ZWE,PRT,Zimbabwe,Portugal,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,ROU,Zimbabwe,Romania,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,ZAF,Zimbabwe,South Africa,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35044
2011,ZWE,ZAF,Zimbabwe,South Africa,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100
2011,ZWE,ESP,Zimbabwe,Spain,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,SDN,Zimbabwe,Sudan,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,SVN,Zimbabwe,Slovenia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,SWE,Zimbabwe,Sweden,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2011,ZWE,SWE,Zimbabwe,Sweden,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2011,ZWE,CHE,Zimbabwe,Switzerland,ASY,,,,0,0,0,5,0,0,5,0,0,0,10,0,0,10,15
2011,ZWE,CHE,Zimbabwe,Switzerland,REF,,,,0,0,0,8,0,0,8,0,0,0,0,0,6,6,14
2011,ZWE,THA,Zimbabwe,Thailand,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,UKR,Zimbabwe,Ukraine,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2011,ZWE,URY,Zimbabwe,Uruguay,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,ZWE,USA,Zimbabwe,United States of America,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
2011,ZWE,USA,Zimbabwe,United States of America,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1876
2011,ZWE,ZMB,Zimbabwe,Zambia,REF,,,,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6
2011,ZWE,ZWE,Zimbabwe,Zimbabwe,IDP,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54278
2011,ZWE,ZWE,Zimbabwe,Zimbabwe,OOC,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
2011,ZWE,ZWE,Zimbabwe,Zimbabwe,RET,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2012,ZWE,AGO,Zimbabwe,Angola,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2012,ZWE,EGY,Zimbabwe,Egypt,ASY,,,,7,0,0,0,0,0,7,0,0,0,0,0,0,0,7
2012,ZWE,EGY,Zimbabwe,Egypt,REF,,,,0,0,0,7,0,0,7,0,5,0,0,0,0,5,12
2012,ZWE,ARG,Zimbabwe,Argentina,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,ZWE,ARG,Zimbabwe,Argentina,REF,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2012,ZWE,AUS,Zimbabwe,Australia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
2012,ZWE,AUS,Zimbabwe,Australia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953
2012,ZWE,AUT,Zimbabwe,Austria,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2012,ZWE,AUT,Zimbabwe,Austria,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2012,ZWE,BWA,Zimbabwe,Botswana,ASY,,,,0,0,8,13,0,0,21,5,8,0,15,0,0,28,49
2012,ZWE,BWA,Zimbabwe,Botswana,REF,,,,51,69,55,203,11,0,389,72,51,39,401,9,0,572,961
2012,ZWE,BRA,Zimbabwe,Brazil,REF,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2012,ZWE,BGR,Zimbabwe,Bulgaria,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,ZWE,CAN,Zimbabwe,Canada,ASY,,,,7,0,0,38,0,0,45,0,5,0,17,0,0,22,67
2012,ZWE,CAN,Zimbabwe,Canada,REF,,,,0,0,0,17,5,0,22,0,0,0,10,0,0,10,4341
2012,ZWE,CRI,Zimbabwe,Costa Rica,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,ZWE,DNK,Zimbabwe,Denmark,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,ZWE,DNK,Zimbabwe,Denmark,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2012,ZWE,ECU,Zimbabwe,Ecuador,REF,,,,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2012,ZWE,ETH,Zimbabwe,Ethiopia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,ZWE,FIN,Zimbabwe,Finland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,ZWE,FRA,Zimbabwe,France,REF,,,,0,0,0,0,0,13,13,0,0,0,0,0,22,22,35
2012,ZWE,GBR,Zimbabwe,United Kingdom of Great Britain and Northern Ireland,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584
2012,ZWE,GBR,Zimbabwe,United Kingdom of Great Britain and Northern Ireland,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12158
2012,ZWE,DEU,Zimbabwe,Germany,ASY,,,,0,5,0,12,0,0,17,0,0,0,21,0,0,21,38
2012,ZWE,DEU,Zimbabwe,Germany,REF,,,,0,9,0,24,0,0,33,0,0,7,19,0,0,26,59
2012,ZWE,GRC,Zimbabwe,Greece,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,ZWE,HRV,Zimbabwe,Croatia,ASY,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,ZWE,HRV,Zimbabwe,Croatia,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,ZWE,HUN,Zimbabwe,Hungary,REF,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
